chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.29603,0.75651,1.9582,4.5787,0.68253,0.015219,5.5844,9.6633,26.135,15.6
0.35319,0.55692,1.0049,4.1329,0.75107,0.012491,6.013,12.165,21.554,11.7
0.12298,0.72681,1.7856,4.9894,0.62004,0.015,7.0786,13.334,30.866,13
0.26623,0.74816,1.5977,2.1939,0.61447,0.0099623,6.5335,5.4451,30.899,16.6
0.32214,0.53104,1.1779,2.4299,0.59735,0.011581,7.6454,11.996,24.139,13.2
0.3594,0.44792,1.7086,3.1697,0.67021,0.015975,6.3259,13.92,28.936,15.1
0.22361,0.63983,1.9945,3.6032,0.62631,0.013237,6.8558,8.8865,25.077,15.2
0.20467,0.23902,1.4323,4.2425,0.66131,0.014018,4.4961,12.09,42.86,13.9
0.33232,0.27987,1.6655,3.3,0.66049,0.011793,7.7922,6.1867,34.01,19.3
0.23689,0.29536,1.5252,3.1325,0.71627,0.0094405,6.1017,11.401,22.008,12.7
0.38853,0.71716,1.7587,4.9865,0.68952,0.015972,6.6711,5.6048,20.214,16.6
0.38237,0.401,1.269,2.4982,0.59633,0.011687,7.1755,12.647,44.661,0
0.3344,0.40691,1.5376,4.4058,0.74588,0.0098988,4.0949,8.3101,28.433,15
0.39692,0.60543,1.017,3.7256,0.66246,0.011772,7.5935,14.948,33.847,15.1
0.27832,0.33928,1.7982,2.8868,0.67466,0.013336,5.2586,12.574,34.127,15.2
0.36115,0.64052,1.9654,4.4623,0.67337,0.013198,5.9464,14.646,31.02,15.7
0.32699,0.34151,1.7706,2.6533,0.57573,0.011175,4.6112,6.799,26.13,16.1
0.44674,0.56678,1.483,2.9061,0.75478,0.014008,6.482,6.7784,31.74,0
0.37204,0.26583,1.795,4.7774,0.57947,0.0094609,3.2914,9.5803,41.966,0
0.18914,0.46201,1.1312,4.1335,0.6675,0.014104,3.6506,13.972,31.429,10.2
0.090251,0.44062,1.8683,5.0456,0.56428,0.015615,7.5995,11.14,32.234,14.4
0.2279,0.43809,1.1519,4.7838,0.65713,0.015019,6.6311,10.456,35.749,13.9
0.15763,0.55509,1.8663,4.9499,0.75022,0.0094669,7.7207,9.9963,21.681,13.6
0.11146,0.37764,1.1687,4.3789,0.73594,0.01496,6.3501,13.015,22.492,11
0.25907,0.23521,1.8136,3.2104,0.72578,0.014075,4.6765,7.1446,28.476,15.2
0.23372,0.51725,1.4012,4.4291,0.56539,0.011623,3.9234,8.7498,28.251,12.8
0.057405,0.61114,1.6723,4.6724,0.64728,0.01345,6.3156,8.5877,27.943,0
0.32591,0.21579,1.9399,4.0529,0.58702,0.01557,5.3293,14.362,44.311,18.8
0.16374,0.52329,1.0126,2.6448,0.63033,0.014412,4.591,10.565,29.483,10.7
0.35008,0.79104,1.4471,2.3972,0.58009,0.011354,4.451,14.2,32.599,13.5
0.28169,0.23101,1.2668,4.5219,0.66761,0.015578,5.678,9.1595,44.082,17
0.28965,0.76476,1.761,2.5059,0.61703,0.010488,5.0638,10.047,41.01,17.8
0.36184,0.55019,1.519,3.0705,0.69803,0.013395,6.8721,13.71,20.641,13.3
0.29621,0.31898,1.8648,4.9579,0.72945,0.0092716,5.6261,8.6682,21.733,14.9
