chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.37589,0.74348,1.127,4.9134,0.68647,0.0096828,4.3825,10.499,43.918,17.9
0.43596,0.29457,1.9706,5.0448,0.65708,0.014602,3.6994,9.2476,42.873,0
0.36688,0.7757,1.6557,2.2804,0.72983,0.015538,6.3837,12.607,38.558,0
0.20689,0.59329,1.1712,4.2914,0.56637,0.010938,3.2209,6.0013,40.566,13.8
0.32793,0.39026,1.9502,2.2766,0.64775,0.011671,6.8176,12.982,24.652,0
0.24591,0.46735,1.6463,4.3014,0.71094,0.010932,6.3885,11.581,24.045,13.5
0.097599,0.49902,1.9597,3.1945,0.67705,0.010567,6.7463,7.581,32.629,14.5
0.32963,0.73454,1.9593,3.8149,0.58772,0.010045,4.2775,13.437,26.337,13.1
0.37571,0.34611,1.9293,3.2233,0.59932,0.010758,6.0702,9.7629,28.771,0
0.38233,0.55116,1.5497,4.9249,0.61717,0.0143,6.7586,8.8345,34.176,19.4
0.080342,0.23237,1.5308,4.5108,0.7468,0.0099093,5.8341,9.7239,20.278,12
0.18485,0.29731,1.7943,3.1069,0.66571,0.01016,5.9999,7.6597,36.332,15.5
0.32569,0.64889,1.4505,2.4248,0.6058,0.015393,3.7519,13.288,33.439,13.4
0.44845,0.24691,1.4427,2.4933,0.75238,0.0090324,6.8646,13.203,41.697,0
0.083774,0.43987,1.2599,4.5735,0.64628,0.015375,3.8992,7.668,23.618,11.8
0.10443,0.72158,1.5797,3.8229,0.58899,0.014971,6.1003,8.5395,32.811,13.4
0.21072,0.24558,1.2399,2.5433,0.59678,0.01068,5.0763,5.5265,42.548,15.5
0.42791,0.49452,1.4893,3.1865,0.74001,0.011585,3.546,12.833,29.723,0
0.14668,0.44235,1.0965,2.5692,0.74841,0.015693,5.866,5.6278,25.849,11.8
0.19126,0.69272,1.0154,2.3024,0.5938,0.013544,6.6486,11.507,31.253,11.9
0.2688,0.37779,1.7447,2.7402,0.69736,0.010285,4.8324,11.286,39.486,16
0.08245,0.75763,1.7757,3.6337,0.64717,0.012127,4.5217,10.115,32.749,12.6
0.37705,0.6769,1.6443,3.3091,0.72232,0.01273,4.7436,14.42,41.879,0
0.27006,0.57349,1.587,2.7965,0.62025,0.012296,4.1424,13.473,24.849,11.6
0.14037,0.30242,1.2277,3.4804,0.62222,0.015464,5.141,6.8782,42.602,13.5
0.4419,0.46332,1.1111,2.9475,0.64174,0.013164,4.3011,11.058,37.76,17.7
0.1387,0.27045,1.2967,3.1296,0.64483,0.012555,3.4176,7.6548,40.005,12.2
0.061688,0.75731,1.7303,3.6391,0.67571,0.010661,5.2842,14.661,33.65,12.2
0.25845,0.33896,1.4889,4.0455,0.69583,0.011769,4.8272,14.91,20.923,10.6
0.40407,0.74797,1.7962,2.4694,0.61237,0.011347,6.3886,6.3955,38.011,0
0.092705,0.59225,1.4942,4.5105,0.70301,0.015326,7.4446,8.3716,37.449,14.3
0.12912,0.21832,1.7441,3.6734,0.65598,0.015333,6.0393,11.207,41.466,14.3
0.3722,0.54603,1.1829,2.8931,0.7373,0.0092007,5.4395,6.7093,44.447,19
0.33508,0.50028,1.4711,2.3522,0.69639,0.009297,3.3472,10.246,22.398,0
0.37726,0.69053,1.7224,2.6229,0.69192,0.01263,7.8549,11.52,39.988,0
0.23152,0.45943,1.8253,2.4237,0.58663,0.010214,4.9447,13.344,40.064,15
0.074188,0.43955,1.5269,3.4237,0.69137,0.013396,4.4499,9.3465,20.367,12
0.44363,0.3003,1.1062,3.2905,0.59962,0.012428,4.6875,14.546,42.988,19.5
0.071071,0.64271,1.2691,3.4418,0.66957,0.015599,5.0787,14.861,27.516,11.5
0.33044,0.5998,1.5391,4.2676,0.69331,0.010247,3.6301,15.021,24.258,10.9
0.06304,0.53672,1.8819,4.1808,0.59809,0.011582,5.2936,14.846,23.89,11.4
0.39221,0.58686,1.3763,2.7461,0.64565,0.012374,3.5931,10.925,25.635,13.5
0.20385,0.54979,1.2518,3.0446,0.68342,0.010857,7.1119,14.857,38.236,13.1
0.18755,0.55044,1.1078,4.8922,0.73593,0.014724,4.2936,10.974,20.543,10.4
0.2201,0.38763,1.1615,2.7096,0.64458,0.0096596,5.9826,9.7392,37.379,13.9
0.32996,0.58312,1.0336,2.3797,0.62392,0.012716,6.2622,9.1062,40.48,17.4
0.33734,0.78119,1.5313,3.1487,0.58113,0.013277,6.884,9.2645,22.251,14.9
0.15659,0.29219,1.281,3.4936,0.66543,0.012202,7.3669,10.211,43.571,14.4
0.30508,0.77462,1.2407,4.2017,0.61781,0.013703,6.4657,5.7099,26.35,15.1
0.13962,0.6007,1.8444,3.2067,0.7161,0.013727,3.0236,11.052,29.649,12.3
0.4164,0.20069,1.4624,3.4463,0.65218,0.014391,4.6024,12.877,31.764,15.3
0.064305,0.30552,1.7218,3.5938,0.59054,0.011388,6.0269,6.9475,38.441,14.7
0.14714,0.75045,1.2691,4.4698,0.59773,0.011012,3.4456,10.792,37.064,11.2
0.26864,0.45544,1.6444,4.1162,0.6958,0.013451,7.7159,7.1193,37.712,18.1
0.14449,0.27164,1.6073,3.5237,0.65175,0.013634,6.8414,8.5322,36.53,14.5
0.21646,0.70516,1.8329,2.9426,0.68269,0.013076,5.6937,13.729,26.599,13.1
0.17723,0.27153,1.9398,4.11,0.65589,0.013475,5.7136,11.503,33.577,14.4
0.33842,0.5135,1.9937,2.8293,0.58116,0.0097679,3.308,9.0758,31.189,0
0.19633,0.6581,1.6279,4.4892,0.74657,0.015809,3.9501,6.4187,37.387,14.5
0.087528,0.51524,1.5303,4.7567,0.65697,0.011754,6.3472,12.443,32.981,12.4
0.18909,0.29,1.5861,2.9597,0.56889,0.014285,4.2039,9.454,37.175,13.9
0.19369,0.6418,1.3947,4.2235,0.70081,0.012096,3.0879,8.3386,30.588,12.2
0.15811,0.31823,1.8217,3.4631,0.73755,0.011738,6.8356,8.9979,40.193,15.7
0.35203,0.42644,1.216,4.5445,0.74986,0.011293,6.3463,9.4164,40.818,17.6
0.35754,0.30035,1.862,5.1429,0.66288,0.01519,5.9301,6.5775,24.977,17.1
0.21278,0.64922,1.8256,4.5432,0.6237,0.012738,3.4398,6.1471,23.387,13.3
0.32146,0.49711,1.1897,3.6583,0.58952,0.0093848,7.2436,10.636,43.22,19.5
0.32867,0.54967,1.8154,4.8103,0.75778,0.0090037,7.3172,11.156,44.729,0
0.26107,0.48771,1.8013,2.8568,0.65962,0.015306,5.8633,13.482,38.446,15.8
0.28439,0.34804,1.6664,2.4237,0.68519,0.013627,6.6388,13.938,44.538,17.2
0.35761,0.54887,1.9283,3.9136,0.5634,0.009846,7.3036,9.873,41.101,0
0.13376,0.53137,1.6299,2.2693,0.68294,0.011537,3.2377,9.9257,24.793,11.5
0.099233,0.3233,1.1465,2.7405,0.56853,0.013446,4.3993,10.416,37.359,11.2
0.24965,0.52148,1.4452,2.5451,0.65807,0.014971,7.3596,7.7329,25.192,14.4
0.27599,0.58419,1.417,2.7912,0.74959,0.0095745,3.5185,6.4504,24.142,13.3
0.29838,0.54423,1.0521,4.9669,0.70573,0.014165,3.307,13.634,43.34,13.3
0.44376,0.71536,1.7856,3.7134,0.59552,0.01179,3.6597,5.3389,43.459,0
0.17052,0.37732,1.3329,3.5745,0.68964,0.0091766,7.201,10.62,41.332,14.3
0.18915,0.46762,1.0542,2.7046,0.69256,0.011316,7.4824,6.2116,44.69,15
0.26599,0.62415,1.9995,3.0368,0.6429,0.012254,6.8098,13.212,22.486,14
0.12125,0.41578,1.0567,3.739,0.62717,0.01023,4.0347,14.082,36.865,9.9
0.23739,0.74728,1.104,4.4099,0.70725,0.012933,3.911,11.002,27.478,11.3
