chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.21755,0.27627,1.6546,4.7652,0.61492,0.014881,3.3438,8.8179,26.684,12.7
0.11117,0.5786,1.3164,5.0506,0.65973,0.01417,3.0538,11.084,34.391,10.9
0.37295,0.59298,1.8782,4.8804,0.59045,0.010348,6.9449,5.6371,29.726,0
0.16999,0.64051,1.1042,4.551,0.71655,0.012727,4.2568,5.7395,35.625,12.3
0.059873,0.23723,1.1296,3.5251,0.69447,0.014993,5.4822,5.5178,27.826,13.8
0.30665,0.67183,1.2892,3.6669,0.72369,0.013166,5.6721,8.3387,30.272,14.8
0.3676,0.40592,1.4626,3.2768,0.69591,0.012974,6.2489,9.9411,29.941,16.3
0.24099,0.23995,1.411,5.0806,0.71614,0.014103,6.8183,12.596,41.062,15.4
0.35806,0.7872,1.1114,3.3615,0.65841,0.010807,3.1748,14.774,38.141,12.5
0.10919,0.28874,1.7048,3.3163,0.57528,0.011876,3.705,13.019,43.236,11.8
0.051888,0.59002,1.6785,2.9342,0.72864,0.011058,3.1243,5.9631,39.927,0
0.33456,0.67004,1.6239,4.6495,0.567,0.011838,4.2383,9.839,42.001,19.3
0.16227,0.55949,1.0262,2.6389,0.72678,0.010364,7.1389,8.4107,36.758,12.7
0.070947,0.64059,1.4995,5.0032,0.61795,0.011636,3.5588,14.679,30.793,10.7
0.083825,0.63001,1.5068,3.1576,0.7107,0.014852,4.2586,10.374,30.859,12.1
0.11308,0.56029,1.9375,2.4966,0.74,0.012853,5.1268,6.5538,26.169,13.6
0.22895,0.51967,1.3547,4.4926,0.73634,0.014139,5.0222,11.072,36.008,13.7
0.10099,0.49772,1.3105,3.909,0.74872,0.011989,3.1556,14.324,43.105,10.7
0.19332,0.35599,1.7869,3.708,0.67251,0.013794,3.452,13.756,43.553,13.4
0.088638,0.70753,1.9094,2.2073,0.66474,0.013552,4.9157,11.523,39.051,13.4
0.28027,0.57915,1.2782,4.6928,0.64537,0.013421,7.1573,7.7319,30,15.3
0.2717,0.46632,1.0904,4.4064,0.56652,0.012008,3.1763,14.788,33.038,9.9
0.41385,0.42995,1.8845,2.9384,0.74181,0.015262,4.9826,11.28,34.17,0
0.4078,0.3285,1.0039,4.815,0.60702,0.010714,6.1946,8.0752,40.621,0
0.40348,0.76722,1.3908,4.5773,0.59142,0.013376,6.4849,5.8887,33.259,0
0.40543,0.3582,1.2348,4.6923,0.65911,0.010067,4.1438,11.61,34.054,15.5
0.16673,0.57338,1.7159,3.0155,0.64245,0.011535,6.897,6.3849,42.532,16.7
0.16585,0.49973,1.7836,4.2045,0.58996,0.013876,3.6351,14.489,42.14,12.2
0.256,0.60765,1.9768,2.5497,0.71045,0.014789,6.8972,6.9388,30.696,17
0.055783,0.39517,1.1347,3.5249,0.67445,0.014544,5.0887,10.355,43.123,0
0.40963,0.5269,1.9011,2.3288,0.72172,0.011344,4.1334,13.254,28.686,0
0.11619,0.21688,1.9554,4.2142,0.73211,0.015574,6.391,14.204,26.397,12.8
0.40425,0.75203,1.3001,2.3935,0.71348,0.0095947,6.6338,9.5089,36.261,0
0.1178,0.51887,1.6338,2.2156,0.65407,0.015204,3.5601,9.4554,36.469,12.4
0.16791,0.77022,1.6943,2.7937,0.67095,0.015155,5.7793,12.553,42.353,14.5
0.38674,0.27851,1.1892,2.6342,0.56578,0.0090636,5.9723,11.12,42.953,0
0.34343,0.38069,1.4956,2.9478,0.70657,0.0098173,6.7202,13.128,38.611,0
0.18486,0.55059,1.469,2.4351,0.72574,0.013802,4.3266,14.725,24.574,10.9
0.16998,0.44671,1.2365,2.7585,0.70108,0.010264,5.6017,7.9917,31.55,12.5
0.42009,0.32953,1.001,4.8931,0.69601,0.012605,5.6003,6.0592,44.902,0
0.19359,0.57515,1.3934,2.1963,0.66906,0.012564,4.2239,5.484,41.023,14.5
0.0693,0.38979,1.7834,5.0905,0.67729,0.014446,6.6285,11.54,36.595,14.5
0.42551,0.52105,1.3984,4.1847,0.64811,0.0099301,5.186,10.506,29.858,16.4
0.20931,0.65081,1.5224,3.6446,0.57774,0.010756,5.2278,11.41,37.716,14.3
0.44705,0.75932,1.0922,5.0339,0.59256,0.015793,5.975,7.4323,21.737,15.1
0.17002,0.68813,1.0767,3.2367,0.5864,0.010107,3.3007,12.048,22.142,9.9
0.29671,0.30426,1.6514,3.6694,0.6169,0.014814,7.0818,14.412,19.988,12
0.30616,0.20441,1.1064,2.4937,0.63342,0.010677,4.7207,7.5262,29.657,14
0.21842,0.58405,1.7876,2.9833,0.7288,0.014183,7.1205,6.8519,21.616,14.5
0.29414,0.62093,1.1116,2.4608,0.67957,0.014686,7.0629,5.9244,38.262,16.8
0.41154,0.47134,1.0707,2.8971,0.70637,0.0092834,5.1126,10.432,43.826,18.9
0.13356,0.2698,1.6462,2.4985,0.7567,0.010738,6.0218,13.197,40.731,13.5
0.24562,0.65644,1.9151,4.8762,0.60285,0.012829,6.9135,6.9744,38.652,19
0.24022,0.54996,1.2605,2.4278,0.61963,0.01542,5.3426,7.7247,39.054,15.3
0.35887,0.21278,1.88,4.5678,0.62483,0.013683,4.4715,14.33,27.029,13.1
0.11755,0.6471,1.4771,4.1336,0.75332,0.011191,3.3722,12.944,29.115,10.9
0.28404,0.31,1.0769,2.6343,0.72538,0.011107,4.9094,11.537,40.414,14.2
0.35651,0.42451,1.1899,4.1128,0.56072,0.01098,6.183,10.951,28.112,14.9
0.44558,0.27394,1.7359,2.6432,0.64693,0.014826,4.7895,5.7924,33.903,0
0.15957,0.27923,1.6997,3.631,0.59654,0.0097085,3.9979,6.3775,28.075,12.9
0.43022,0.51928,1.2477,3.4851,0.69382,0.012834,6.0353,13.661,29.497,14.5
0.34958,0.29402,1.0581,3.1924,0.72344,0.011643,7.853,11.083,28.436,14.4
0.42119,0.73905,1.8507,2.9437,0.6171,0.01446,6.497,9.9551,44.172,0
0.24046,0.79694,1.4906,3.6837,0.71375,0.011717,5.2563,6.3585,38.943,15.9
0.27609,0.58918,1.7981,2.8346,0.73158,0.015333,4.4501,12.289,28.466,14.2
0.15907,0.30216,1.664,3.7809,0.72582,0.010872,3.8708,9.3419,31.871,12.8
0.36409,0.27839,1.0514,4.0558,0.56582,0.0099534,6.4628,10.187,33.545,17.1
0.37339,0.67621,1.5019,3.0032,0.58393,0.015206,7.8414,14.455,35.933,18
0.086236,0.24482,1.1825,2.2684,0.70499,0.010009,6.1696,12.928,34.136,11.2
0.20097,0.69295,1.3049,3.1314,0.717,0.012526,4.295,12.355,24.054,11.1
0.41843,0.33333,1.0836,2.3944,0.71391,0.014724,6.6921,12.612,44.01,19
0.23657,0.6722,1.4226,5.0045,0.56026,0.015869,5.841,8.4947,33.918,15.3
0.16991,0.29544,1.6653,4.2259,0.71848,0.01144,4.2404,8.48,28.196,12.9
0.42099,0.65364,1.2882,3.9918,0.71321,0.014923,7.4999,10.987,21.693,14.5
0.13722,0.72165,1.4142,4.1569,0.7167,0.010735,5.7621,7.3259,20.153,11.7
0.35666,0.2131,1.3931,2.9309,0.60084,0.013636,7.5637,5.099,38.641,0
0.36987,0.74468,1.9746,2.5329,0.66379,0.014754,6.1751,14.569,43.653,0
0.43664,0.24041,1.4375,3.1358,0.58681,0.0099421,7.0197,10.278,43.586,0
0.44534,0.44594,1.3712,2.8539,0.64921,0.010864,5.2855,9.3591,26.471,0
0.10349,0.45154,1.5069,3.1463,0.69694,0.012102,5.1683,12.96,40.369,12.3
0.35085,0.67355,1.5013,3.8388,0.68615,0.0096859,4.2184,11.187,27.604,14.1
