chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.25715,0.30691,1.822,2.32,0.58583,0.015523,4.3945,14.471,37.088,13.9
0.31966,0.42602,1.8681,3.8489,0.62067,0.014945,6.9128,14.736,44.436,19.3
0.29131,0.20896,1.2569,3.1035,0.60546,0.014058,6.2357,14.326,33.58,13.6
0.22674,0.58414,1.2202,2.3218,0.60209,0.015049,3.5442,14.68,30.072,9.9
0.12295,0.5377,1.4124,4.5385,0.57541,0.0091907,7.1993,6.2368,43.796,15.2
0.29487,0.35811,1.6965,3.7526,0.6858,0.013345,6.5906,5.4818,40.126,19.2
0.20778,0.29901,1.8973,4.8503,0.72901,0.013179,5.0787,10.6,33.577,14.8
0.33739,0.42367,1.2402,4.1797,0.56734,0.011699,6.9053,8.4648,34.13,18.1
0.1773,0.79585,1.0273,2.9909,0.66047,0.011588,4.0997,8.8938,40.087,12.1
0.36385,0.59325,1.3574,3.1903,0.57054,0.01504,3.3593,11.876,34.32,14.7
0.22238,0.49171,1.6785,2.7829,0.63366,0.014319,3.515,11.421,38.869,14
0.30848,0.60105,1.5923,4.3943,0.65282,0.010005,4.5836,13.508,36.425,14.8
0.20558,0.75021,1.5276,2.65,0.6986,0.014484,7.2223,9.6029,22.204,13.2
0.10425,0.54279,1.6235,4.2648,0.64315,0.0099711,4.5405,12.154,25.291,11
0.34352,0.43361,1.0211,4.1258,0.68687,0.014029,6.9981,11.839,26.905,13.2
0.31178,0.65887,1.292,4.6288,0.57554,0.015362,7.9784,9.218,26.628,15.5
0.15399,0.40407,1.7886,4.0828,0.70945,0.015322,7.9899,14.802,31.88,13.7
0.24109,0.24117,1.3047,4.9426,0.69723,0.011005,5.1595,8.7041,32.487,13.8
0.11304,0.46855,1.9147,2.4396,0.63442,0.0093676,7.1018,13.081,41.056,14.3
0.31481,0.77662,1.5978,4.8085,0.57049,0.0091623,4.0161,10.807,39.261,17.2
0.39884,0.24852,1.85,4.9646,0.66752,0.0093686,7.424,6.6285,39.874,0
0.17292,0.59149,1.8743,2.6094,0.73387,0.015036,6.7276,11.705,43.272,15.9
0.20721,0.46644,1.2174,4.564,0.73401,0.014084,3.6353,5.9757,22.322,11.6
0.12806,0.46548,1.3185,4.106,0.70826,0.01133,7.0758,7.5596,35.322,13.3
0.39262,0.30744,1.5045,4.3078,0.60616,0.014655,5.8845,14.815,42.188,19.1
0.35554,0.72996,1.3262,4.3427,0.65264,0.01418,5.7962,9.1457,21.491,13.7
0.25015,0.50941,1.5176,3.6922,0.64447,0.013585,6.5944,11.69,32.321,14.6
0.088448,0.686,1.3954,3.2896,0.62297,0.011869,5.5669,7.8574,31.852,12.5
0.061441,0.28327,1.1188,3.7063,0.74778,0.011497,7.701,8.0762,25.603,13.2
0.093525,0.56261,1.5555,3.9875,0.71854,0.0091465,7.9337,5.8988,42.492,14.9
0.14524,0.68556,1.6151,3.0109,0.69018,0.015208,4.8943,13.716,42.803,13.1
0.41444,0.7283,1.216,2.2159,0.5784,0.014036,4.5319,7.1607,22.909,14.8
0.19532,0.39969,1.6088,2.206,0.57771,0.012885,7.8307,12.674,28.694,13.5
0.4172,0.76822,1.3323,2.9311,0.64974,0.014181,3.4757,12.849,26.747,12.5
0.10145,0.76949,1.8187,2.5528,0.70622,0.010674,3.5482,7.3379,40.416,13.3
0.1288,0.72697,1.7603,4.7993,0.56539,0.010661,5.0406,9.1455,25.919,12.3
0.40038,0.25345,1.6658,2.916,0.58246,0.01322,7.8357,12.488,22.783,15.3
0.12026,0.3941,1.0869,4.4687,0.66306,0.010171,5.8934,7.1666,23.87,10.9
0.2897,0.37491,1.4848,2.7756,0.57981,0.011145,4.0035,13.5,37.433,14
0.18888,0.59637,1.3844,3.8072,0.58805,0.013642,5.3404,9.4148,39.464,14.3
0.093705,0.61685,1.0606,3.9185,0.63483,0.011514,6.5772,12.009,39.854,11.7
0.28398,0.47302,1.1889,2.6702,0.73549,0.011996,5.0503,10.034,33.85,14
0.22048,0.67621,1.4182,2.8312,0.6902,0.015516,3.9908,12.969,29.752,11.9
0.25074,0.74801,1.4055,4.0923,0.64013,0.010258,7.3218,13.922,32.707,14
0.14134,0.75647,1.2007,4.1882,0.65406,0.014898,3.1173,9.5439,30.453,10.8
0.068771,0.75558,1.9632,2.8831,0.63447,0.013617,4.5192,14.344,24.678,9.9
0.33496,0.26228,1.3123,4.5429,0.58889,0.011202,6.8218,8.0261,35.917,18.6
0.34072,0.62632,1.665,3.2067,0.70948,0.01445,6.3757,6.8807,27.606,16.8
0.17559,0.79895,1.7858,4.2747,0.72684,0.01156,7.1384,12.697,36.161,14.7
0.06236,0.79972,1.7768,3.1557,0.56856,0.012234,5.8543,10.302,26.362,13.2
0.37387,0.65297,1.7083,4.6364,0.62661,0.01242,7.895,14.48,23.793,14.2
0.44786,0.5762,1.0821,3.5107,0.62121,0.012141,4.3518,7.4182,43.9,0
0.3861,0.72927,1.9267,5.0332,0.5725,0.015354,7.3329,5.1405,26.004,19.9
0.42199,0.47611,1.4477,2.3879,0.66058,0.011665,4.7358,5.0957,39.223,0
0.4383,0.41934,1.4348,4.786,0.57812,0.015711,5.6093,8.3072,32.255,19.7
0.33366,0.31456,1.5625,4.0263,0.59042,0.015668,4.0397,13.794,25.791,11.4
0.23347,0.74283,1.5865,2.2928,0.61548,0.01076,4.0643,11.791,33.813,13.3
0.13111,0.79167,1.0285,4.1251,0.57945,0.011679,4.6117,5.9259,26.748,10.9
0.40913,0.60622,1.4982,3.5556,0.67016,0.011315,3.9226,6.1815,34.627,0
0.19574,0.2452,1.3306,3.9557,0.66037,0.014469,7.107,14.002,34.22,12.9
0.065999,0.77449,1.8994,2.6303,0.69323,0.0094037,7.3303,10.713,27.754,13.5
0.091349,0.23192,1.9701,2.4558,0.69118,0.011596,5.7824,13.524,39.881,13.5
0.3393,0.54275,1.3851,4.8049,0.70931,0.0094733,3.1962,13.547,34.654,13.2
0.3144,0.55279,1.2576,4.2148,0.73905,0.011668,4.5617,6.6075,36.753,15.8
0.26269,0.68656,1.5149,2.7391,0.7157,0.015335,5.8085,11.028,35.478,15.1
0.31021,0.27918,1.2515,4.2459,0.63625,0.012915,3.9768,12.878,35.492,13.4
0.14186,0.25349,1.9819,4.1147,0.70512,0.013303,7.8716,7.5371,27.007,14.9
0.27008,0.77345,1.2518,3.7879,0.67657,0.012386,5.3973,7.9456,24.52,13.1
0.1431,0.49301,1.6645,2.2994,0.7501,0.01212,5.142,12.506,26.107,12.3
0.34714,0.37077,1.0614,4.0116,0.63571,0.014731,3.2436,13.857,22.007,9.9
0.38451,0.61802,1.6033,3.7144,0.60956,0.01393,5.7236,13.846,23.344,12.8
0.39753,0.78853,1.37,2.7566,0.65677,0.012066,3.788,14.265,30.477,12.8
0.3137,0.45172,1.9355,4.3105,0.75051,0.015408,3.9034,11.715,22.393,14.1
0.44367,0.64621,1.2134,4.0255,0.62712,0.013428,5.5688,12.899,32.545,16.2
0.11581,0.50448,1.8228,3.4598,0.59154,0.013724,4.3732,8.7779,29.9,12.7
0.10285,0.77974,1.9612,2.2153,0.66187,0.010366,7.2551,13.559,34.337,13.6
0.17678,0.43205,1.7648,4.2146,0.58506,0.013339,6.4283,12.633,25.658,12.5
0.13972,0.20901,1.5853,4.3716,0.73291,0.0095519,5.153,13.078,32.719,12.1
0.212,0.47942,1.3686,3.8594,0.67047,0.010278,6.3545,11.454,40.388,14.7
0.15599,0.6795,1.3114,4.3192,0.74265,0.013925,3.4245,10.108,39.385,12.1
0.2513,0.23512,1.668,3.4023,0.56021,0.01372,5.2969,14.607,29.645,12.2
0.15407,0.32485,1.6347,3.2363,0.58707,0.010517,6.0205,9.468,31.991,13.5
0.4048,0.20756,1.5785,2.3726,0.61849,0.012409,3.8711,9.9905,35.526,0
0.34279,0.79271,1.402,4.827,0.59807,0.013668,5.4369,9.7288,29.601,15.6
0.10898,0.69033,1.1103,4.6199,0.72408,0.010877,3.474,10.6,40.769,10.8
0.32079,0.35311,1.2735,3.0037,0.70526,0.01425,4.7493,14.567,43.77,15.2
0.28997,0.62996,1.8968,2.516,0.64697,0.01491,6.1385,13.232,21.81,13.8
0.44191,0.63185,1.9665,3.2172,0.67959,0.012383,7.1437,5.744,31.587,0
0.13337,0.61927,1.7319,2.4147,0.63976,0.015458,5.1723,7.4032,25.701,13
0.15855,0.68604,1.4439,4.9037,0.64905,0.011899,5.9419,9.469,21.806,11.8
0.22934,0.74463,1.5012,2.6717,0.59848,0.012699,7.561,5.388,24.075,14.7
0.11234,0.49304,1.381,4.4863,0.58819,0.013692,5.8655,13.22,35.162,11.7
0.34231,0.64626,1.6193,2.9175,0.58897,0.012399,4.9139,5.5064,20.81,15.1
0.30247,0.38566,1.1877,4.4709,0.68216,0.01404,5.9603,12.258,42.7,16.2
0.10083,0.65601,1.0886,4.2214,0.74182,0.010079,7.6861,14.445,30.892,11
0.14836,0.24287,1.8537,3.9575,0.67516,0.011464,7.3131,5.7074,25.006,14.4
0.41331,0.31557,1.1311,4.4984,0.70273,0.012283,4.7761,6.3809,22.783,14.4
0.24305,0.75554,1.2262,2.4417,0.66141,0.011107,6.8648,5.1037,26.258,13.9
0.31608,0.31763,1.9936,4.4418,0.62569,0.012789,5.3817,7.1977,39.818,0
0.30529,0.65874,1.7398,2.5548,0.69681,0.014231,4.7804,6.9362,34.34,16.9
0.15494,0.43504,1.321,2.9837,0.56094,0.01119,6.2955,10.099,41.933,14.1
0.080444,0.77864,1.1329,3.9641,0.63573,0.011787,6.9313,10.413,31.315,12.1
0.055692,0.39095,1.273,3.379,0.606,0.013784,4.8125,6.9566,22.994,0
0.31069,0.38724,1.0703,4.1232,0.72978,0.0097093,4.7018,7.1463,22.26,12.5
0.15105,0.32421,1.6161,4.8488,0.70328,0.015057,7.1812,5.2257,28.261,14.2
0.072501,0.60359,1.2381,3.5981,0.57102,0.014883,5.9894,7.8245,44.106,14.3
0.085094,0.22814,1.6176,5.0788,0.58527,0.0116,4.3583,6.3212,29.63,12.6
0.17528,0.71277,1.7932,4.0445,0.67042,0.010655,4.1761,8.0879,25.571,13
0.11437,0.73428,1.7762,4.8116,0.7201,0.0095839,3.805,5.2917,28.04,12.7
0.13188,0.51644,1.0339,2.646,0.68078,0.013054,5.6918,14.592,35.752,10.6
0.29004,0.22877,1.2257,3.2481,0.70719,0.012696,6.5382,9.9864,39.832,16.2
0.1327,0.76511,1.6564,2.9033,0.6159,0.0096614,6.3917,14.341,34.301,12.3
0.41429,0.58275,1.9721,4.0854,0.72016,0.015156,7.7739,8.1358,35.091,0
0.15969,0.24383,1.1452,3.1498,0.67042,0.010244,5.7695,11.677,33.574,11.6
0.40122,0.24863,1.0272,4.1449,0.59412,0.012405,5.9263,8.1701,28.935,16.3
0.43915,0.26932,1.8954,4.7068,0.58432,0.010065,6.7516,6.7973,34.889,0
0.23374,0.66824,1.7679,3.8531,0.73395,0.010548,7.0377,6.4723,34.349,16.7
0.2035,0.59036,1.5472,3.322,0.59055,0.010588,4.5638,6.1188,28.717,13.7
0.19936,0.37275,1.9372,5.1225,0.74297,0.010861,3.3393,8.3939,42.09,15.3
0.053248,0.28842,1.2885,2.5713,0.5682,0.015315,7.8149,9.2729,23.839,0
0.44577,0.61915,1.6842,3.3625,0.75818,0.01537,3.7206,9.3719,30.168,0
0.42585,0.43625,1.7988,2.1814,0.66424,0.01398,4.101,7.9174,40.069,0
0.40776,0.68697,1.6586,5.135,0.69465,0.010416,3.7128,7.0423,22.458,0
0.29933,0.60777,1.3198,2.7202,0.74264,0.0098149,7.8637,7.0977,42.889,18.4
0.31763,0.33472,1.1511,4.3256,0.57966,0.012923,5.621,7.2212,36.655,17.3
0.23086,0.49422,1.4678,4.4949,0.63252,0.014008,3.7766,10.016,24.895,12
0.12325,0.60631,1.8971,3.9801,0.61197,0.013077,5.3748,13.713,36.875,12.8
0.29297,0.72814,1.8057,3.9704,0.59701,0.015522,6.2889,11.971,40.084,18.2
0.20187,0.34991,1.3285,5.108,0.60905,0.011749,3.1224,12.785,31.091,10.5
0.096762,0.79825,1.679,3.4996,0.59055,0.011179,5.6594,9.3454,42.265,13.9
0.11096,0.50482,1.7253,4.3555,0.72135,0.013844,5.7002,6.3454,31.119,13.7
0.24664,0.61932,1.5274,2.8508,0.65525,0.0093051,7.0575,7.0282,33.059,16.1
0.34136,0.23495,1.421,2.412,0.66271,0.012962,4.4582,13.716,38.384,15.1
0.31536,0.77721,1.8879,4.9586,0.70254,0.0095831,4.262,8.5108,42.395,18.6
0.33757,0.35655,1.1282,4.4508,0.72096,0.010848,6.9899,9.3253,42.184,17.9
0.36138,0.35891,1.2091,3.3012,0.71985,0.0107,6.8844,7.8181,32.926,16.7
0.15558,0.57128,1.4159,3.1287,0.6201,0.012243,7.1018,9.5231,43.924,15.1
0.22938,0.24151,1.1911,3.8448,0.74942,0.013305,7.0586,10.676,33.426,13.7
0.053605,0.37326,1.655,4.7887,0.70258,0.014138,6.7593,5.6561,39.441,0
0.056653,0.4097,1.6679,3.921,0.71872,0.0095609,3.3694,10.024,24.353,0
