chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.1156,0.59516,1.2556,2.6461,0.61532,0.011091,3.0195,7.3165,36.733,11.2
0.44267,0.35369,1.6192,5.0888,0.65843,0.011107,5.9755,10.464,23.224,0
0.27089,0.28944,1.2585,3.7594,0.72268,0.01403,5.4941,13.97,43.748,14.8
0.23494,0.37256,1.9264,3.6623,0.73547,0.010493,3.562,6.2732,34.333,15.5
0.23655,0.42442,1.7546,3.5401,0.70121,0.015507,7.0923,5.4285,44.135,18.8
0.40519,0.58326,1.011,5.1051,0.63711,0.011798,5.5414,10.546,43.952,0
0.39216,0.48602,1.8778,3.3429,0.56983,0.011152,4.591,9.643,32.183,0
0.3327,0.42038,1.9414,2.9779,0.70908,0.015364,5.9128,14.095,21.397,0
0.27269,0.20178,1.1532,3.3958,0.60669,0.012747,4.548,12.116,34.657,13.1
0.14568,0.23844,1.0034,2.7405,0.65824,0.013315,3.6039,6.3603,27.835,10.6
0.085142,0.44528,1.2823,4.0651,0.60395,0.01358,3.9573,5.976,42.939,12.7
0.2733,0.45058,1.1104,3.8315,0.58226,0.010652,3.6833,8.3124,28.641,12.6
0.4215,0.73299,1.79,2.3967,0.64396,0.011777,5.0547,14.77,25.927,0
0.093431,0.68002,1.0448,5.0532,0.72033,0.015724,6.8187,11.112,44.706,12.8
0.27502,0.49753,1.253,2.7612,0.65855,0.013976,7.9281,8.3762,25.484,14.3
0.18811,0.25496,1.6316,3.3079,0.73747,0.011986,7.4439,7.2723,39.903,16.2
0.39331,0.45626,1.5889,2.4484,0.61012,0.013156,5.5929,14.171,36.562,0
0.24986,0.58088,1.0864,2.2957,0.71031,0.011266,3.3225,14.263,21.339,9.9
0.077177,0.54412,1.4392,2.2554,0.56994,0.01067,3.6265,11.333,31.89,10.7
0.093999,0.46126,1.9019,3.8708,0.70613,0.015867,5.931,10.062,33.27,14
0.29251,0.65859,1.6006,4.3411,0.64704,0.013526,3.8735,13.795,26.272,11.7
0.19259,0.38201,1.9678,2.7502,0.57957,0.013857,3.4701,7.0239,35.156,14.8
0.33388,0.73432,1.6026,4.7607,0.69519,0.014495,5.6732,5.0745,24.945,16
0.22549,0.53497,1.3851,4.1139,0.67713,0.014364,3.8632,10.061,29.547,12.5
0.44088,0.76165,1.8927,3.5039,0.71031,0.015366,4.8566,6.1929,33.108,0
0.18645,0.70964,1.1862,2.7995,0.66609,0.00959,4.1938,11.376,22.757,10.3
0.29294,0.73385,1.4907,3.1138,0.71243,0.015682,6.2194,9.8832,30.935,15.3
0.12455,0.46588,1.4881,4.7567,0.70329,0.013342,3.4389,6.1476,34.37,12.3
0.23466,0.52727,1.038,3.9112,0.6858,0.012373,3.7926,12.574,39.817,12.1
0.16655,0.50456,1.238,2.7514,0.72174,0.0094667,3.9693,14.778,34.357,10.6
0.28329,0.77001,1.1,4.8095,0.73829,0.010498,3.8248,11.491,24.489,11.2
0.09662,0.4192,1.4024,2.4427,0.69675,0.012828,7.9198,7.1575,42.955,14.6
0.31606,0.64609,1.3785,3.5976,0.58125,0.015186,5.2155,11.712,38.185,16.5
0.16426,0.55621,1.3705,4.5602,0.57471,0.015949,6.8701,5.1037,42.204,16
0.39565,0.61856,1.885,3.5702,0.63431,0.0095812,7.9761,13.728,19.982,0
0.32199,0.59293,1.4118,3.6024,0.63765,0.012164,3.1238,9.2829,22.625,12.5
0.067245,0.53367,1.6113,4.3898,0.61138,0.014084,6.5563,10.068,42.299,14.8
0.36175,0.49692,1.7615,4.1744,0.75562,0.0098195,7.3366,10.709,22.984,0
0.43813,0.70398,1.0623,3.0075,0.64193,0.013388,7.5855,9.1815,37.768,0
0.43835,0.46128,1.6354,4.878,0.73432,0.009999,3.993,11.239,39.356,0
0.14872,0.42167,1.3411,3.5425,0.59416,0.014219,3.4799,13.933,22.032,9.9
0.36261,0.70921,1.4509,3.9893,0.63089,0.014314,5.9372,11.146,41.059,19.1
0.2328,0.72967,1.4936,4.0419,0.67243,0.014052,5.7238,12.874,31.139,13.2
0.41476,0.25195,1.9989,4.356,0.67168,0.0099998,7.1782,12.282,30.414,0
0.15927,0.38882,1.5817,4.2414,0.73277,0.010476,5.5238,9.2805,25.973,12.7
0.35301,0.67515,1.3859,3.1275,0.65619,0.01095,3.7802,8.9841,27.116,14.2
0.14722,0.58551,1.9569,2.7323,0.7419,0.012981,3.9576,12.072,36.269,13.5
