chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.17952,0.33502,1.1161,3.1458,0.56813,0.011308,3.5333,10.88,42.132,12.1
0.40943,0.52125,1.7552,3.4235,0.56483,0.010401,4.123,10.612,21.908,0
0.21793,0.54658,1.841,4.1964,0.72223,0.009531,5.8453,6.0891,37.867,16.7
0.17705,0.61315,1.8766,2.1829,0.64589,0.011373,6.9186,12.741,36.441,14.8
0.20625,0.34277,1.1226,2.8016,0.68445,0.013147,7.8228,10.178,43.508,15
0.14238,0.53547,1.084,4.6468,0.59509,0.012945,7.0575,14.52,36.22,11.4
0.12945,0.24949,1.3666,5.1264,0.61604,0.010593,3.6696,14.047,30.752,9.9
0.27444,0.20864,1.4774,4.6754,0.57157,0.011243,4.9191,12.298,44.161,17
0.43809,0.5759,1.8516,3.0396,0.63548,0.010612,7.9093,5.1028,37.316,0
0.20169,0.62834,1.1277,2.406,0.67364,0.015267,6.0447,13.091,20.83,10.5
0.29741,0.41683,1.1405,2.5584,0.5672,0.011813,7.8561,13.931,34.979,15.1
0.2089,0.21125,1.7722,4.2574,0.56803,0.014139,7.0467,5.6778,32.145,16.7
0.44742,0.43382,1.7017,2.8177,0.65989,0.0093894,3.1674,9.923,27.351,0
0.075927,0.6201,1.3156,4.5221,0.59615,0.0091705,6.8722,9.1592,31.996,12.5
0.14873,0.42369,1.8405,4.8146,0.60842,0.013878,4.3322,9.4379,22.386,12.1
0.16964,0.77842,1.4167,4.9398,0.68531,0.013917,5.7627,8.847,31.324,13.1
0.41292,0.60737,1.1173,3.2831,0.72953,0.010924,5.1794,8.2103,23.119,14.1
0.306,0.61738,1.9301,4.5119,0.62401,0.013248,3.6956,5.0871,30.497,16.8
0.40773,0.29356,1.3106,5.056,0.75358,0.014984,7.4486,8.4186,41.851,0
0.15772,0.67393,1.5592,2.3598,0.68177,0.014313,7.7764,5.7226,25.414,13.9
0.34903,0.6026,1.5669,2.6178,0.7539,0.015946,4.5071,5.5678,44.013,0
0.22142,0.32939,1.3119,4.9768,0.75457,0.0096262,7.8182,11.155,40.012,15.2
0.42549,0.24685,1.9503,2.8996,0.60344,0.0097664,5.6854,7.565,40.867,0
0.089401,0.67593,1.5613,2.1752,0.66663,0.010485,5.9229,9.6509,37.195,13
0.14814,0.76246,1.6871,4.9649,0.64359,0.014698,5.1903,12.655,20.199,11.2
0.44801,0.24503,1.1696,3.7159,0.71581,0.011511,4.4568,6.5506,42.612,0
0.15912,0.40513,1.0499,2.7872,0.66474,0.010661,5.9501,13.16,29.641,10.6
0.36315,0.629,1.9997,2.2342,0.69183,0.01273,7.7761,11.983,31.668,0
0.16864,0.45245,1.3962,2.4837,0.65564,0.014433,5.3542,8.2207,29.66,12.8
0.33253,0.73845,1.7551,2.5803,0.58348,0.0096677,4.3524,5.5294,24.112,0
0.43772,0.30658,1.4608,4.3434,0.65837,0.012931,6.7672,14.711,29.759,15.4
0.31072,0.23113,1.893,4.8382,0.75842,0.011687,4.7062,12.112,35.351,16.2
