chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.20655,0.76852,1.3282,2.9614,0.60066,0.010138,5.0285,6.3644,23.914,12.5
0.1489,0.77806,1.9186,3.694,0.62458,0.0096735,5.3409,14.769,33.71,12.3
0.20907,0.61722,1.9013,4.1218,0.64293,0.0096787,3.2689,13.146,32.723,12.4
0.19277,0.48202,1.3151,4.3788,0.72373,0.015618,4.0821,7.6355,27.752,12.3
0.21,0.30328,1.1758,2.2005,0.64913,0.011374,7.98,11.646,26.467,12.4
0.11132,0.3635,1.7677,2.3692,0.65304,0.011044,5.9045,13.035,28.992,12.2
0.091389,0.41342,1.9616,4.1997,0.66823,0.014631,4.7886,14.858,29.214,11.7
0.10758,0.44462,1.1721,4.1172,0.69503,0.014765,4.6927,9.3034,32.154,11.5
0.17665,0.23082,1.3954,4.8779,0.57304,0.0099222,4.6797,5.8961,22.721,12
0.066695,0.52834,1.1101,4.4237,0.58223,0.0090072,7.4556,14.594,38.436,11.8
0.10374,0.3612,1.389,5.098,0.72864,0.011619,6.891,11.165,22.066,11.7
0.11433,0.75913,1.1769,2.6769,0.69571,0.0095179,6.5495,13.059,42.899,12
0.065625,0.36385,1.292,2.5723,0.70773,0.010583,4.872,7.4834,24.541,11.8
0.34272,0.74004,1.8756,4.6596,0.59148,0.0097293,3.3681,13.492,28.672,12.6
0.33283,0.70804,1.9022,4.3326,0.62958,0.013443,3.9278,12.679,21.961,12.7
0.062064,0.4883,1.2268,2.4224,0.56112,0.013058,3.9491,10.524,41.374,12.1
0.1496,0.32831,1.9154,4.5183,0.65969,0.0095768,7.8966,14.371,23.194,12.4
0.062252,0.43721,1.1295,4.9112,0.65681,0.010261,4.5041,8.6258,22.953,11.8
0.20058,0.45069,1.5511,4.8825,0.58353,0.014801,5.1897,11.032,26.454,12.4
0.40468,0.49532,1.2907,2.8782,0.68154,0.015559,5.8263,14.957,25.327,12.4
