chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.17283,0.40898,1.7265,2.4946,0.6105,0.012073,5.9259,8.1001,30.867,14.3
0.17413,0.74958,1.6584,2.704,0.68902,0.009247,6.903,5.048,29.593,14.7
0.31899,0.22369,1.4348,2.6964,0.67664,0.010337,4.9082,13.852,20.026,11.7
0.32208,0.36951,1.8214,3.0556,0.63802,0.015658,7.1663,13.932,43.295,19.1
0.10174,0.40897,1.7136,4.0487,0.72672,0.010544,4.5866,7.2239,20.681,12.2
0.32208,0.37169,1.0308,3.0267,0.58264,0.0095014,5.8951,5.1396,41.068,18.8
0.076425,0.49046,1.1624,3.4392,0.73261,0.013595,7.8024,8.9876,30.278,13
0.36171,0.74123,1.6693,2.6874,0.62396,0.010898,4.144,12.055,27.717,0
0.43955,0.71746,1.6198,4.8116,0.62142,0.013383,6.1599,8.042,34.554,0
0.09307,0.67905,1.8751,4.1163,0.57101,0.01557,3.2798,7.5214,29.358,12.5
0.21541,0.29911,1.942,2.5574,0.71108,0.013481,4.5231,6.1872,43.869,17.1
0.37966,0.29132,1.3929,3.5616,0.70756,0.01513,7.8592,12.269,35.553,17.7
0.38684,0.42683,1.8987,4.5396,0.74176,0.01195,3.3429,14.105,35.298,0
0.35014,0.54824,1.9945,2.6709,0.70176,0.010167,3.3867,11.371,33.767,0
0.35891,0.23293,1.0466,3.9208,0.71235,0.010297,5.6698,10.767,35.103,15.2
0.066317,0.36207,1.1789,3.7565,0.70702,0.015423,3.143,13.272,41.165,11.6
0.23785,0.42219,1.0756,2.6832,0.69439,0.013131,6.3289,9.5326,39.779,14.4
0.23232,0.73668,1.0726,4.0796,0.72172,0.011248,5.6704,13.691,33.335,11.9
0.36744,0.55174,1.8815,3.5028,0.57863,0.015506,5.0829,10.297,37.254,19.5
0.071863,0.40425,1.7928,2.1929,0.57084,0.010919,4.7774,12.841,24.701,10.5
0.21259,0.61637,1.8295,3.8118,0.74247,0.015423,6.0827,14.135,42.327,15.5
0.18812,0.79783,1.8903,3.2647,0.71658,0.011298,3.7735,12.425,35.773,13.5
0.28996,0.34434,1.2823,4.5695,0.67739,0.011112,4.4706,7.2821,32.616,14.7
0.27601,0.24134,1.1639,3.7049,0.66831,0.01257,3.5996,6.5875,30.209,13.3
0.32746,0.66846,1.6364,3.9187,0.75495,0.012707,4.4319,6.9921,25.364,15.2
0.22507,0.54017,1.9156,3.1216,0.6162,0.013332,4.0922,6.7502,20.39,13.5
0.25653,0.20145,1.556,3.8405,0.57475,0.011778,6.851,10.755,30.057,15.1
0.25933,0.43549,1.067,4.5089,0.71286,0.01298,6.0623,10.919,35.396,13.6
0.14591,0.67465,1.7056,4.3869,0.58768,0.0090384,6.6826,13.138,34.098,13.1
0.072273,0.39386,1.9336,4.7316,0.69735,0.010171,6.3883,5.8257,34.005,14.8
0.23362,0.59904,1.4341,2.2654,0.64848,0.012269,3.0419,10.966,27.521,11.8
0.38037,0.74955,1.2674,3.0614,0.57849,0.014081,6.5773,11.239,29.383,16
0.30227,0.51037,1.6502,4.7871,0.6262,0.012903,3.1331,7.2387,39.62,17
0.16636,0.23431,1.6989,4.0883,0.68954,0.015178,3.8104,11.697,29.56,12.2
0.32729,0.3825,1.6496,3.2519,0.74257,0.011721,6.3801,12.557,24.965,0
0.32133,0.6746,1.7262,2.6989,0.58064,0.014723,7.8905,12.547,42.724,0
0.29341,0.47552,1.0459,3.9723,0.71628,0.014726,4.1054,12.359,36.919,13
0.43884,0.44696,1.0512,3.1191,0.62295,0.012449,3.2682,5.9798,25.957,14.9
0.36297,0.7213,1.624,3.1709,0.61425,0.0092238,7.3367,7.5065,44.616,0
0.10103,0.51977,1.3786,4.5246,0.74282,0.011528,7.5452,6.2212,20.851,12.4
0.4118,0.75844,1.59,2.3426,0.73643,0.014947,5.8337,9.6359,21.67,0
0.20329,0.64424,1.5223,3.6636,0.72604,0.0091174,4.3103,6.449,20.804,12.5
0.16573,0.73632,1.1631,5.1402,0.58626,0.012271,4.8408,11.606,41.819,12.5
0.16795,0.3637,1.0809,2.7323,0.712,0.015367,6.2131,10.204,37.52,12.6
0.06803,0.73415,1.6726,2.6679,0.66051,0.012723,6.11,14.676,34.209,12.3
0.28107,0.76249,1.0616,4.1503,0.57988,0.013261,7.0118,5.3532,33.028,16.1
0.16906,0.59639,1.5977,2.3579,0.73823,0.015673,3.8944,5.7655,44.681,14.7
0.22116,0.65539,1.9232,4.7896,0.75267,0.011077,6.5402,14.041,41.835,16.1
0.38144,0.22113,1.9061,4.0571,0.67452,0.014167,5.5311,13.678,23.486,0
